Drug_Name,Reason,Description,mildness
Alerid D Tablet 10'S,Allergies,relief from allergy,moderate
Aleriz Tablet 500'S,Allergies,soothens allergies and good for all types of skin,moderate
Alermed 180mg Tablet 10'SAlermed Tablet 10'S,Allergies,skin care for allergy,moderate
Alernex 120mg Tablet 10'S,Allergies,Good for Allergic skin,moderate
Alert 180mg Tablet 10'SAlert 120mg Tablet 10'S,Allergies,Itching can be soothen,moderate
Alert L 5mg Tablet 10'S,Allergies,relief from itching,moderate
ALERTAC 10mg Tablet 10's,Allergies,soothens allergies and good for all types of skin,moderate
Alertriz 5mg Tablet 10'S,Allergies,skin care for allergy,moderate
Alervo M Tablet 10'S,Allergies,Â improve the appearance of fine lines,moderate
Alexo 120mg Tablet 10'S,Allergies,relief from allergy,moderate
Alexo M 10/120mg Tablet 10'S,Allergies,releief from all type of allergies,moderate
ALGO 10mg Tablet 10's,Allergies,relief from allergy,moderate
Algrot 120mg Tablet 10'SAlgrot 30mg Suspension 60ml,Allergies,soothens allergies and good for all types of skin,moderate
Alides 5mg Tablet 10'S,Allergies,skin care for allergy,moderate
ALL 3 5mg Tablet 10'S,Allergies,Good for Allergic skin,moderate
ALLEFAST 120mg Tablet 10'sALLEFAST 180mg Tablet 10's,Allergies,Itching can be soothen,moderate
Allegix 120mg Tablet 6'SAllegix 180mg Tablet 6'S,Allergies,relief from itching,moderate
Allegra 30mg Tablet 10'SAllegra Suspension 100ml,Allergies,soothens allergies and good for all types of skin,moderate
Allegra 60mg Tablet 10'SAllegra 120mg Tablet 10'SALLEGRA Syrup 60mlAllegra 180mg Tablet 10'S,Allergies,skin care for allergy,moderate
Allegra M Tablet 10'S,Allergies,Â improve the appearance of fine lines,moderate
Allelin 10mg Tablet 10'S,Allergies,relief from allergy,moderate
Allercet Pedtabs Tablet 10'SAllercet L Tablet 10'SAllercet 5mg Tablet 10'SAllercet 10mg Tablet 10'S,Allergies,releief from all type of allergies,moderate
Allercet M Tablet 10'S,Allergies,relief from allergy,moderate
Allercet M Kid Tablet 10'S,Allergies,soothens allergies and good for all types of skin,moderate
Allercrom Eye Drops 10ml,Allergies,skin care for allergy,moderate
Allercrom Forte Eye Drops 5ml,Allergies,Good for Allergic skin,moderate
Allerde 5mg Tablet 10'S,Allergies,Itching can be soothen,moderate
Allerde M Tablet 10'S,Allergies,relief from itching,moderate
Allerdest M Tablet 10'SAllerdest 5mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin,moderate
Allerfex 120mg Tablet 10'SAllerfex 180mg Tablet 10'S,Allergies,skin care for allergy,moderate
Allerfex M Tablet 10'S,Allergies,Â improve the appearance of fine lines,moderate
Allergin 10mg Tablet 10'S,Allergies,relief from allergy,moderate
Allerhin L Syrup 60ml,Allergies,releief from all type of allergies,moderate
Allerkast 10/5mg Syrup 30mlAllerkast 10/5mg Tablet 10'S,Allergies,relief from allergy,moderate
Allerkast LC 10/5mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin,moderate
Allerknot L Tablet 10's,Allergies,skin care for allergy,moderate
Allermax Tablet 10'S,Allergies,Good for Allergic skin,moderate
Allermax Plus Tablet 10'S,Allergies,Itching can be soothen,moderate
Allerone 5mg Tablet 10'S,Allergies,relief from itching,moderate
Allerzine 10mg Tablet 10'SAllerzine 5mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin,moderate
Allerzine L 5mg Tablet 10'S,Allergies,skin care for allergy,moderate
Allrite 5mg Tablet 10'SAllrite Capsule 10'S,Allergies,Â improve the appearance of fine lines,moderate
ALLRITE M Tablet 10'S,Allergies,relief from allergy,moderate
Allset Tablet 10'S,Allergies,releief from all type of allergies,moderate
Alocet Syrup 60mlAlocet 5mg Tablet 10'S,Allergies,relief from allergy,moderate
Alocet M Tablet 10'SAlocet M Suspension 60ml,Allergies,soothens allergies and good for all types of skin,moderate
Alocet XL Tablet 10'S,Allergies,skin care for allergy,moderate
Alovent 5mg Tablet 10'S,Allergies,Good for Allergic skin,moderate
Alsium Tablet 15'S,Allergies,Itching can be soothen,moderate
ALT FM 10/120mg Tablet 10'S,Allergies,relief from itching,moderate
Altiva 120mg Tablet 10'SAltiva 30mg Tablet 10'SAltiva 180mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin,moderate
Alvizine M Tablet 10'S,Allergies,skin care for allergy,moderate
Alzene 5mg Tablet 10'S,Allergies,Â improve the appearance of fine lines,moderate
Alzero 5mg Tablet 10'S,Allergies,relief from allergy,moderate
Alzero D Tablet 10'S,Allergies,releief from all type of allergies,moderate
Alzero M Syrup 60mlAlzero M 4/2.5mg Tablet 10'S,Allergies,relief from allergy,moderate
Alzine Syrup 60ml,Allergies,treat Acne which often refer to as pimples or spots,moderate
Amicet Tablet 10'S,Allergies,Good for Allergic skin,moderate
Ancer LM Syrup 60mlAncer LM Tablet 10'S,Allergies,Itching can be soothen,moderate
Angelskin AC Lotion 100ml,Allergies,relief from itching,moderate
Anticet 5mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin,moderate
ARGELLA Tablet 10's,Allergies,skin care for allergy,moderate
ARGELLA M Tablet 10's,Allergies,Â improve the appearance of fine lines,moderate
Arokast Fx Tablet 10's,Allergies,relief from allergy,moderate
Ascoril Flu Drops 15ml,Allergies,releief from all type of allergies,moderate
Asthamon L Tablet 10'S,Allergies,relief from allergy,moderate
Avercet M Tablet 10's,Allergies,soothens allergies and good for all types of skin,moderate
AVERZINE 25mg Tablet 15's,Allergies,skin care for allergy,moderate
Avil 22.5mg Injection 10X2mlAvil 25mg Tablet 15'SAvil 25mg Injection 2mlAvil 25mg Expectorant 100mlAvil Injection 10X2mlAvil 22.7mg Injection 10mlAvil 50mg Tablet 15'S,Allergies,Good for Allergic skin,moderate
Avil NU Tablet 10'S,Allergies,Itching can be soothen,moderate
Avinorm Tablet 10'S,Allergies,relief from itching,moderate
Awayke 10mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin,moderate
Axaria 25mg Tablet 10'SAxaria 10mg Tablet 10'S,Allergies,skin care for allergy,moderate
Azfex M Tablet 10'S,Allergies,Â improve the appearance of fine lines,moderate
BELTAS 20mg Tablet 10's,Allergies,relief from allergy,moderate
Benadryl Cough Formula Syrup 450ml,Allergies,releief from all type of allergies,moderate
Benelix Syrup 60ml,Allergies,relief from allergy,moderate
Bepomac 10mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin,moderate
Bepozal Tablet 10's,Allergies,skin care for allergy,moderate
Betawin LC 5mg Tablet 10'S,Allergies,Good for Allergic skin,moderate
Betni 4mg Injection 1ml,Allergies,Itching can be soothen,moderate
Betonix 10mg Tablet 10'S,Allergies,relief from itching,moderate
BILAGRA 20mg Tablet 10's,Allergies,soothens allergies and good for all types of skin,moderate
BILANAIR 20mg Tablet 10's,Allergies,skin care for allergy,moderate
BILANIX Tablet 10's,Allergies,Â improve the appearance of fine lines,moderate
BILANTA 20mg Tablet 10's,Allergies,relief from allergy,moderate
BILASTERO 20mg Tablet 10's,Allergies,releief from all type of allergies,moderate
BILASURE 20mg Tablet 10's,Allergies,relief from allergy,moderate
BILAZAP 20mg Tablet 10's,Allergies,treat Acne which often refer to as pimples or spots,moderate
BILAZEST 20mg Tablet 10's,Allergies,Good for Allergic skin,moderate
BILAZO Tablet 10's,Allergies,Itching can be soothen,moderate
BILLARGIC 20mg Tablet 10's,Allergies,relief from itching,moderate
Borox M 10/5mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin,moderate
Breathezy L Tablet 10'S,Allergies,skin care for allergy,moderate
Breaze L Tablet 10'S,Allergies,Â improve the appearance of fine lines,moderate
Breaze L Kid Tablet 10'S,Allergies,relief from allergy,moderate
Briocold 4/2.5mg Suspension 30ml,Allergies,releief from all type of allergies,moderate
Bronkolast L 4/2.5mg Tablet 10'S,Allergies,relief from allergy,moderate
Brunda M 10/5mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin,moderate
Byellergy 10mg Tablet 10'S,Allergies,skin care for allergy,moderate
BYLOZA 20mg Tablet 10's,Allergies,Good for Allergic skin,moderate
Cadistin 4mg Tablet 1000'S,Allergies,Itching can be soothen,moderate
Calagy Lotion 100ml,Allergies,relief from itching,moderate
Calciluvin Syrup 100ml,Allergies,soothens allergies and good for all types of skin,moderate
Centiluk 10/5mg Tablet 10'SCentiluk 4/2.5mg Syrup 60ml,Allergies,skin care for allergy,moderate
CEPIAM TR 8mg Capsule 10's,Allergies,Â improve the appearance of fine lines,moderate
Ceriz Syrup 60ml,Allergies,relief from allergy,moderate
Ceriz L Mont 10/5mg Tablet 10'S,Allergies,releief from all type of allergies,moderate
Cerzin L Syrup 30mlCerzin L 5mg Tablet 10'S,Allergies,relief from allergy,moderate
Cetcip 10mg Tablet 10'SCetcip Syrup 30ml,Allergies,soothens allergies and good for all types of skin,moderate
Cetcip Cold Tablet 10'S,Allergies,skin care for allergy,moderate
Cetcip L 5mg Tablet 10'S,Allergies,Good for Allergic skin,moderate
Cetemed Tablet 10'S,Allergies,Itching can be soothen,moderate
Ceteze Syrup 30ml,Allergies,relief from itching,moderate
Cetfast 10mg Tablet 10'SCetfast Syrup 30ml,Allergies,soothens allergies and good for all types of skin,moderate
Cetfast M Oral Suspension 60ml,Allergies,skin care for allergy,moderate
Cetgel Capsule 10'S,Allergies,Â improve the appearance of fine lines,moderate
Ceticad 5mg Suspension 30mlCeticad 10mg Tablet 10'SCeticad 1mg Syrup 60ml,Allergies,relief from allergy,moderate
Cetimax 10mg Tablet 10'S,Allergies,releief from all type of allergies,moderate
Cetimon 4/2.5mg Tablet 10'SCetimon 10/5mg Tablet 10'S,Allergies,relief from allergy,moderate
Cetinam Syrup 60mlCetinam 10mg Tablet 10'S,Allergies,treat Acne which often refer to as pimples or spots,moderate
CETIP Tablet 10's,Allergies,Good for Allergic skin,moderate
CETIP A Tablet 10's,Allergies,Itching can be soothen,moderate
Cetiriz 10mg Tablet 10'SCetiriz Syrup 60ml,Allergies,relief from itching,moderate
Cetiriz G Syrup 30ml,Allergies,soothens allergies and good for all types of skin,moderate
Cetiriz L 5mg Tablet 10'S,Allergies,skin care for allergy,moderate
Cetiz 10mg Tablet 10'SCetiz 5mg Syrup 30ml,Allergies,Â improve the appearance of fine lines,moderate
Cetlergy 10mg Tablet 10'S,Allergies,relief from allergy,moderate
Cetpil Tablet 10'S,Allergies,releief from all type of allergies,moderate
Cetral 10mg Tablet 10'SCetral Syrup 30ml,Allergies,relief from allergy,moderate
Cetral O 10mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin,moderate
Cetramac Tablet 10'sCetramac 10Mg Syrup 60ml,Allergies,skin care for allergy,moderate
Cetrezol 10mg Tablet 10'SCetrezol 5mg Tablet 10'SCetrezol L Tablet 10'S,Allergies,Good for Allergic skin,moderate
Cetrezol L Forte Tablet 10'S,Allergies,Itching can be soothen,moderate
Cetrid OD 10mg Tablet 10'S,Allergies,relief from itching,moderate
CETRIKAA 10mg Tablet 10's,Allergies,soothens allergies and good for all types of skin,moderate
Cetriliv Tablet 10'SCetriliv 5mg Tablet 10'S,Allergies,skin care for allergy,moderate
Cetriliv M Syrup 60mlCetriliv M 5/10mg Tablet 10'S,Allergies,Â improve the appearance of fine lines,moderate
Cetrinat Syrup 60ml,Allergies,relief from allergy,moderate
Cetrine Tablet 10'SCetrine Syrup 60ml,Allergies,releief from all type of allergies,moderate
Cetriplus Syrup 60ml,Allergies,relief from allergy,moderate
Cetriver 10mg Tablet 10'S,Allergies,soothens allergies and good for all types of skin,moderate
Cetriwal 10mg Tablet 10'S,Allergies,skin care for allergy,moderate
Cetrizet 10mg Tablet 10'SCetrizet 5mg Tablet 10'S,Allergies,Good for Allergic skin,moderate
Cetrizine 10mg Tablet 10'SCetrizine 1mg Syrup 30ml,Allergies,Itching can be soothen,moderate
Cetrizine (Zydus Cadila) 10mg Tablet 10'S,Allergies,relief from itching,moderate
CETTOP 10mg Tablet 10's,Allergies,soothens allergies and good for all types of skin,moderate
Cetze Tablet 10'S,Allergies,skin care for allergy,moderate
Cetzine Tablet 10'S,Allergies,Â improve the appearance of fine lines,moderate
CETZY 10mg Tablet 10's,Allergies,relief from allergy,moderate
Cezin Tablet 10'S,Allergies,releief from all type of allergies,moderate
Cistin 5mg Tablet 10'SCistin 5mg Syrup 60ml,Allergies,relief from allergy,moderate
Cistin L 5mg Tablet 10'S,Allergies,treat Acne which often refer to as pimples or spots,moderate
Citicad 10mg Tablet 10'S,Allergies,Good for Allergic skin,moderate
CITRITO Tablet 10's,Allergies,Itching can be soothen,moderate
CITZEN 10mg Tablet 10's,Allergies,relief from itching,moderate
Ciz Mt Tablet 10's,Allergies,soothens allergies and good for all types of skin,moderate
Clamist Syrup 60mlClamist 1mg Tablet 10'S,Allergies,skin care for allergy,moderate
CNF Syrup 60mlCNF Tablet 10'S,Allergies,Â improve the appearance of fine lines,moderate
CNF+ Tablet 10's,Allergies,relief from allergy,moderate
Codylex Plus Tablet 10'S,Allergies,releief from all type of allergies,moderate
Coekastle Tablet 10'S,Allergies,relief from allergy,moderate
Coekastle Kid Tablet 10'S,Allergies,soothens allergies and good for all types of skin,moderate
Cofryl Syrup 60mlCofryl Syrup 150ml,Allergies,skin care for allergy,moderate
Cofryl OG Syrup 60mlCofryl OG Syrup 100ml,Allergies,Good for Allergic skin,moderate
Admenta 5mg Tablet 10'SAdmenta 10mg Tablet 10'S,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,",moderate
Admenta MD 5mg Tablet 10'SAdmenta MD 10mg Tablet 10'S,Alzheimer,dementia reduction,moderate
Admenta XR 14mg Tablet 3'SAdmenta XR 7mg Tablet 3'S,Alzheimer,reliefs trauma and pain,moderate
Almantin Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults,severe
Almerzil 5mg Tablet 10'SAlmerzil 10mg Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults,severe
Alzidoc 5mg Tablet 10'SAlzidoc 10mg Tablet 10'S,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,",moderate
Alzil 10mg Tablet 10'SAlzil 5mg Tablet 10'S,Alzheimer,dementia reduction,moderate
Alzil M 10mg Tablet 10'SAlzil M 5mg Tablet 10'S,Alzheimer,reliefs trauma and pain,moderate
Alzil SR 11.5mg Tablet 10'SAlzil SR 23mg Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults,severe
Amazil 5mg Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults,severe
Aricep SR 23mg Tablet 10'SAricep 10mg Tablet 10'SAricep 5mg Tablet 10'S,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,",moderate
Aricep M Tablet 10'S,Alzheimer,dementia reduction,moderate
BENOVAT 45mg Tablet 10's,Alzheimer,reliefs trauma and pain,moderate
Bularid Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults,severe
Ceham Tablet 10'SCeham Syrup 60mlCeham P Tablet 10'SCeham Injection 4ml,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults,severe
Ceham M Tablet 10'S,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,",moderate
CEREBRAIN 90mg Tablet 10's,Alzheimer,dementia reduction,moderate
Cereloid Tablet 10'S,Alzheimer,reliefs trauma and pain,moderate
Cerevate 90mg Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults,severe
Cholergol 30Mg Tablet 10's,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults,severe
Cholinecad Injection 2mlCholinecad 500mg Tablet 10'SCHOLINECAD 250mg Injection 2ml,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,",moderate
Citelec 250mg Injection 2mlCitelec 1000mg Tablet 10'SCitelec 500mg Tablet 10'SCitelec 500mg Syrup 60ml,Alzheimer,dementia reduction,moderate
Citelec P 500/800mg Tablet 10'S,Alzheimer,reliefs trauma and pain,moderate
Citibral 250mg Injection 2ml,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults,severe
Citico 500mg Tablet 10'S,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults,severe
CITICON 500mg Tablet 10's,Alzheimer,"It is used for Alzheimer's disease and other types of dementia, head trauma,",moderate
Citicon P 500/800mg Tablet 10'S,Alzheimer,dementia reduction,moderate
Citiflo 500mg Injection 2mlCitiflo 500mg Tablet 10'SCitiflo 500mg Injection 4ml,Alzheimer,reliefs trauma and pain,moderate
Citilin 500mg Tablet 10'SCitilin Injection 2ml,Alzheimer,Â moderate to severe Alzheimerâ€™s disease in adults,severe
